time,Volume,Vol Snow,Vol Blue Ice,Vol White Ice,Tot Inflow Vol,Tot Outflow Vol,Overflow Vol,Evaporation,Rain,Local Runoff,Snowfall,Lake Level,Surface Area,Blue Ice Thickness,Snow Thickness,Snow Density,White Ice Thickness,Albedo,Max Temp,Min Temp,Surface Temp,Daily Qsw,Daily Qe,Daily Qh,Daily Qlw,Light,Benthic Light,Surface Wave Height,Surface Wave Length,Surface Wave Period,LakeNumber,Max dT/dz,CD,CHE,z/L
1990-01-01 24:00:00,448324475.519932,    0.000000,772199.173746,    0.000000,438757.278495,177693.561271,    0.000000,-61283.329643,    0.000000,    0.000000,    0.000000,   23.983837,35967462.689887,    0.023413,    0.000000,    0.000000,    0.000000,    0.064000,    2.974952,    0.776166,    0.776166,   29.119362,  -48.403836,   -1.747124,  -51.400308,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   56.327955,    0.505725,    0.001300,    0.001300,    0.000000
1990-01-02 24:00:00,447697215.839197,-2246.013853,1686197.881204,    0.000000,316387.296354,    0.000000,    0.000000,-39712.182124,    0.000000,    0.000000,   10.018321,   23.966221,35932000.527181,    0.051175,   -0.000208,  300.000000,    0.000000,    0.185529,    3.703560,    1.051174,    1.051174,   72.542012,  -31.378065,   -0.001352,  -99.724828,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,  103.115393,    0.563434,    0.001300,    0.001300,    0.000000
1990-01-03 24:00:00,446990803.773523,-2243.517494,2647589.793872,    0.000000,295755.087429,    0.000000,    0.000000,-46898.729440,    0.000000,    0.000000,    0.000000,   23.946383,35892063.479768,    0.080442,   -0.000208,  300.000000,    0.000000,    0.216293,    4.263594,    1.285307,    1.285307,   65.365277,  -37.097655,   -0.001398, -107.649244,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   97.706424,    0.362712,    0.001300,    0.001300,    0.000000
1990-01-04 24:00:00,446298099.082358,-2241.069575,3707792.756477,    0.000000,408102.671630,    0.000000,    0.000000,-45297.587295,    0.000000,    0.000000,    0.000000,   23.926929,35852901.379573,    0.112777,   -0.000208,  300.000000,    0.000000,    0.237204,    4.387787,    1.517727,    1.517727,   64.596280,  -35.870264,   -0.002065, -127.221889,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,  156.398123,    0.120167,    0.001300,    0.001300,    0.000000
1990-01-05 24:00:00,445894472.513197,-2239.643217,4485375.307148,    0.000000,408574.809724,    0.000000,    0.000000,-37330.891557,    0.000000,    0.000000,    0.000000,   23.915594,35830082.327899,    0.136515,   -0.000208,  300.000000,    0.000000,    0.254582,    4.650880,    1.689504,    1.689504,   70.486703,  -29.580422,   -0.001436, -110.771090,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   36.875136,    0.134189,    0.001300,    0.001300,    0.000000
1990-01-06 24:00:00,446198987.410229,-2240.719329,4560348.567522,    0.000000,401778.688759,    0.000000,    0.000000,-25098.966871,    0.000000,    0.000000,    0.000000,   23.924145,35847298.095397,    0.138731,   -0.000208,  300.000000,    0.000000,    0.265140,    4.650083,    1.681804,    1.681804,   31.579854,  -19.878482,   -0.000829,  -28.581589,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   81.869430,    0.124785,    0.001300,    0.001300,    0.000000
1990-01-07 24:00:00,446241790.947579, -750.334368,4908926.799436,    0.000000,406794.800608,    0.000000,    0.000000,-19003.012600,    0.000000,    0.000000,   58.884678,   23.925348,35849717.995883,    0.149325,   -0.000070,  300.000000,    0.000000,    0.266056,    4.651925,    1.763048,    1.763048,   70.447603,  -15.049446,   -0.000920,  -79.416852,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   81.927294,    0.134484,    0.001300,    0.001300,    0.000000
1990-01-08 24:00:00,446051671.270452, -750.109403,5486404.048323,    0.000000,404608.172384,    0.000000,    0.000000,-19640.037829,    0.000000,    0.000000,    0.000000,   23.920008,35838969.568826,    0.166941,   -0.000070,  300.000000,    0.000000,    0.270292,    4.642649,    1.881829,    1.881829,   73.111296,  -15.558603,   -0.001242, -108.002880,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,  192.772327,    0.124227,    0.001300,    0.001300,    0.000000
1990-01-09 24:00:00,446152751.717621, -750.229010,5764779.261403,    0.000000,392283.620400,    0.000000,    0.000000,-15637.865950,    0.000000,    0.000000,    0.000000,   23.922847,35844684.157814,    0.175383,   -0.000070,  300.000000,    0.000000,    0.276877,    4.651981,    1.933441,    1.933441,   66.306144,  -12.386156,   -0.001521,  -77.710963,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,  262.898803,    0.459183,    0.001300,    0.001300,    0.000000
1990-01-10 24:00:00,446592329.202436, -749.213589,5699293.154641,    0.000000,389662.819137,    0.000000,    0.000000,-20072.731038,    0.000000,    0.000000,  122.922401,   23.935192,35869535.696606,    0.173271,   -0.000070,  300.000000,    0.000000,    0.278678,    4.678394,    1.738584,    1.738584,   47.520193,  -15.887828,   -0.000766,  -26.845429,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   84.331849,    0.125207,    0.001300,    0.001300,    0.000000
1990-01-11 24:00:00,446955277.328290, -268.718466,5724680.511880,    0.000000,391246.940281,    0.000000,    0.000000,-6677.898631,    0.000000,    0.000000,   14.902215,   23.945385,35890054.990110,    0.173943,   -0.000025,  300.000000,    0.000000,    0.278836,    4.700871,    1.847820,    1.847820,   63.820556,   -5.282622,   -0.000319,  -53.621206,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,  155.171882,    0.132934,    0.001300,    0.001300,    0.000000
1990-01-12 24:00:00,447481328.989636, -268.941140,5589028.149893,    0.000000,388822.319671,    0.000000,    0.000000,-1966.635561,    0.000000,    0.000000,    0.000000,   23.960158,35919795.351526,    0.169681,   -0.000025,  300.000000,    0.000000,    0.277135,    4.908451,    1.771798,    1.771798,   61.047828,   -0.037560,    0.000064,  -38.790876,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,  128.079042,    0.132934,    0.001300,    0.001300,    0.000000
1990-01-13 24:00:00,448094285.571926, -269.200600,5360179.992150,    0.000000,383054.307419,    0.000000,    0.000000,-2104.735959,    0.000000,    0.000000,    0.000000,   23.977373,35954448.887725,    0.162576,   -0.000025,  300.000000,    0.000000,    0.275318,    5.103700,    1.459498,    1.459498,   60.789596,   -0.923205,   -0.000046,  -25.328576,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   80.748772,    0.132934,    0.001300,    0.001300,    0.000000
1990-01-14 24:00:00,448556041.372159, -193.367446,5273917.101010,    0.000000,379718.776384,    0.000000,    0.000000,-7759.173643,    0.000000,    0.000000,  303.924541,   23.990340,35980554.278875,    0.159844,   -0.000018,  300.000000,    0.000000,    0.220206,    5.287364,    1.418613,    1.418613,   47.789178,   -3.840537,   -0.000045,  -27.580090,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   42.606939,    0.132934,    0.001300,    0.001300,    0.000000
